# Generated read-only from git ls-files at 39197cf5 on 2026-09-06. Method: System.IO.File.ReadAllLines(path).Count (blank lines included); kind identifies tests/fixtures before extensions; coverage is this audit lane only.
path	kind	subsystem	physicalLOC	coverage
tests/test_kb_node_proxy.py	test-fixture	platform-tests	132	inventoried
tests/test_kb_whois_shim.py	test-fixture	platform-tests	143	inventoried
tests/test_kit_assemble.py	test-fixture	platform-tests	140	inventoried
tests/test_kit_injection.py	test-fixture	platform-tests	389	inventoried
tests/test_learning_proposals.py	test-fixture	platform-tests	595	inventoried
tests/test_ledger.py	test-fixture	platform-tests	77	inventoried
tests/test_loop_cadence_drafts.py	test-fixture	platform-tests	186	inventoried
tests/test_merge_gate.py	test-fixture	platform-tests	192	inventoried
tests/test_migrate_schema_versions.py	test-fixture	platform-tests	101	inventoried
tests/test_mission_control.py	test-fixture	platform-tests	343	inventoried
tests/test_model_verify.py	test-fixture	platform-tests	515	inventoried
tests/test_new_project.py	test-fixture	platform-tests	51	inventoried
tests/test_new_projects_scaffolded.py	test-fixture	platform-tests	77	inventoried
tests/test_nightly_routine.py	test-fixture	platform-tests	88	inventoried
tests/test_notify.py	test-fixture	platform-tests	255	inventoried
tests/test_phase1_gate1.py	test-fixture	platform-tests	732	inventoried
tests/test_preamble.py	test-fixture	platform-tests	49	inventoried
tests/test_promote_vm_outbox.py	test-fixture	platform-tests	927	inventoried
tests/test_promotion.py	test-fixture	platform-tests	456	inventoried
tests/test_pty_linux_oracle.py	test-fixture	platform-tests	439	inventoried
tests/test_queue_bridge_ledger.py	test-fixture	platform-tests	57	inventoried
tests/test_queue_bridge_select.py	test-fixture	platform-tests	204	inventoried
tests/test_reconcile.py	test-fixture	platform-tests	201	inventoried
tests/test_regrounding_hook.py	test-fixture	platform-tests	315	inventoried
tests/test_role_templates.py	test-fixture	platform-tests	53	inventoried
tests/test_rollup.py	test-fixture	platform-tests	158	inventoried
tests/test_routing.py	test-fixture	platform-tests	405	inventoried
tests/test_scan_skill.py	test-fixture	platform-tests	34	inventoried
tests/test_schedule_mirror.py	test-fixture	platform-tests	438	inventoried
tests/test_schedule_store.py	test-fixture	platform-tests	367	inventoried
tests/test_sentinel.py	test-fixture	platform-tests	373	inventoried
tests/test_signed_channel_e2e.py	test-fixture	platform-tests	183	inventoried
tests/test_stage_approval.py	test-fixture	platform-tests	173	inventoried
tests/test_stamp_session.py	test-fixture	platform-tests	89	inventoried
tests/test_state_backup.py	test-fixture	platform-tests	554	inventoried
tests/test_stranded_report.py	test-fixture	platform-tests	76	inventoried
tests/test_subagent_context_load.py	test-fixture	platform-tests	195	inventoried
tests/test_sync_daemon_dirs.py	test-fixture	platform-tests	560	inventoried
tests/test_sync_skills.py	test-fixture	platform-tests	268	inventoried
tests/test_sync_skills_kit.py	test-fixture	platform-tests	176	inventoried
tests/test_telegram_poll.py	test-fixture	platform-tests	148	inventoried
tests/test_telegram_rehearsal.py	test-fixture	platform-tests	226	inventoried
tests/test_telegram_send.py	test-fixture	platform-tests	94	inventoried
tests/test_trace_normalize.py	test-fixture	platform-tests	211	inventoried
tests/test_trace_view.py	test-fixture	platform-tests	125	inventoried
tests/test_triage_rules.py	test-fixture	platform-tests	102	inventoried
tests/test_trust.py	test-fixture	platform-tests	176	inventoried
tests/test_validate_vm_runtime.py	test-fixture	platform-tests	788	inventoried
tests/test_vm_compat_docs.py	test-fixture	platform-tests	141	inventoried
tests/test_webauthn_verify.py	test-fixture	platform-tests	598	inventoried
tests/test_yt_analytics.py	test-fixture	platform-tests	302	inventoried
