# Generated read-only from git ls-files at 39197cf5 on 2026-09-06. Method: System.IO.File.ReadAllLines(path).Count (blank lines included); kind identifies tests/fixtures before extensions; coverage is this audit lane only.
path	kind	subsystem	physicalLOC	coverage
dashboard/src/components/EntityName.tsx	production-source	dashboard-src/components	93	inventoried
dashboard/src/components/entityRow.ts	production-source	dashboard-src/components	42	inventoried
dashboard/src/components/HumanRequestCard.test.tsx	test-fixture	dashboard-src/components	22	inventoried
dashboard/src/components/HumanRequestCard.tsx	production-source	dashboard-src/components	53	inventoried
dashboard/src/components/ModelBadge.test.tsx	test-fixture	dashboard-src/components	136	inventoried
dashboard/src/components/ModelBadge.tsx	production-source	dashboard-src/components	93	inventoried
dashboard/src/console/ConsolePane.test.tsx	test-fixture	dashboard-src/console	662	inventoried
dashboard/src/console/ConsolePane.tsx	production-source	dashboard-src/console	615	inventoried
dashboard/src/console/sessionWorkspaceModel.test.ts	test-fixture	dashboard-src/console	321	inventoried
dashboard/src/console/sessionWorkspaceModel.ts	production-source	dashboard-src/console	478	inventoried
dashboard/src/control/agentMessages.test.ts	test-fixture	dashboard-src/control	20	inventoried
dashboard/src/control/agentMessages.ts	production-source	dashboard-src/control	20	inventoried
dashboard/src/control/control.css	asset-config-doc	dashboard-src/control	620	inventoried
dashboard/src/control/controlClient.test.ts	test-fixture	dashboard-src/control	1014	inventoried
dashboard/src/control/controlClient.ts	production-source	dashboard-src/control	1814	traced
dashboard/src/control/entityLinks.test.ts	test-fixture	dashboard-src/control	164	inventoried
dashboard/src/control/entityLinks.ts	production-source	dashboard-src/control	160	inventoried
dashboard/src/control/ExecutionUnlock.test.tsx	test-fixture	dashboard-src/control	333	inventoried
dashboard/src/control/ExecutionUnlock.tsx	production-source	dashboard-src/control	268	inventoried
dashboard/src/control/humanBoundaries.test.ts	test-fixture	dashboard-src/control	72	inventoried
dashboard/src/control/humanBoundaries.ts	production-source	dashboard-src/control	38	inventoried
dashboard/src/control/runEventRecords.test.ts	test-fixture	dashboard-src/control	94	inventoried
dashboard/src/control/runEventRecords.ts	production-source	dashboard-src/control	81	inventoried
dashboard/src/control/runEvents.test.ts	test-fixture	dashboard-src/control	110	inventoried
dashboard/src/control/runEvents.ts	production-source	dashboard-src/control	190	inventoried
dashboard/src/control/runEventWindow.test.ts	test-fixture	dashboard-src/control	73	inventoried
dashboard/src/control/runEventWindow.ts	production-source	dashboard-src/control	47	inventoried
dashboard/src/control/runGraph.test.ts	test-fixture	dashboard-src/control	17	inventoried
dashboard/src/control/runGraph.ts	production-source	dashboard-src/control	17	inventoried
dashboard/src/control/RunInspector.test.tsx	test-fixture	dashboard-src/control	53	inventoried
dashboard/src/control/RunInspector.tsx	production-source	dashboard-src/control	131	traced
dashboard/src/control/RunStream.test.tsx	test-fixture	dashboard-src/control	61	inventoried
dashboard/src/control/RunStream.tsx	production-source	dashboard-src/control	66	traced
dashboard/src/entity/AdvancedDisclosure.tsx	production-source	dashboard-src/entity	41	inventoried
dashboard/src/entity/EntityBrief.tsx	production-source	dashboard-src/entity	51	inventoried
dashboard/src/entity/EntityBuilderForm.tsx	production-source	dashboard-src/entity	102	inventoried
dashboard/src/entity/EntityCard.test.tsx	test-fixture	dashboard-src/entity	24	inventoried
dashboard/src/entity/EntityCard.tsx	production-source	dashboard-src/entity	21	inventoried
dashboard/src/entity/EntityDetail.test.tsx	test-fixture	dashboard-src/entity	54	inventoried
dashboard/src/entity/EntityDetail.tsx	production-source	dashboard-src/entity	299	inventoried
dashboard/src/entity/humanizeEntityId.test.ts	test-fixture	dashboard-src/entity	10	inventoried
dashboard/src/entity/humanizeEntityId.ts	production-source	dashboard-src/entity	17	inventoried
dashboard/src/entity/WorkflowStepGraph.test.tsx	test-fixture	dashboard-src/entity	16	inventoried
dashboard/src/entity/WorkflowStepGraph.tsx	production-source	dashboard-src/entity	24	inventoried
dashboard/src/home/D13Home.test.tsx	test-fixture	dashboard-src/home	77	inventoried
dashboard/src/home/D13Home.tsx	production-source	dashboard-src/home	79	inventoried
dashboard/src/lib/agentClient.test.ts	test-fixture	dashboard-src/lib	20	inventoried
dashboard/src/lib/agentClient.ts	production-source	dashboard-src/lib	14	traced
dashboard/src/lib/agentPresentation.test.ts	test-fixture	dashboard-src/lib	73	inventoried
dashboard/src/lib/agentPresentation.ts	production-source	dashboard-src/lib	69	inventoried
dashboard/src/lib/authClient.test.ts	test-fixture	dashboard-src/lib	161	inventoried
dashboard/src/lib/authClient.ts	production-source	dashboard-src/lib	232	inventoried
dashboard/src/lib/browserSessionClient.test.ts	test-fixture	dashboard-src/lib	96	inventoried
dashboard/src/lib/browserSessionClient.ts	production-source	dashboard-src/lib	101	inventoried
dashboard/src/lib/cardIndexClient.test.ts	test-fixture	dashboard-src/lib	32	inventoried
dashboard/src/lib/cardIndexClient.ts	production-source	dashboard-src/lib	43	inventoried
dashboard/src/lib/clientImportGraph.test.ts	test-fixture	dashboard-src/lib	152	inventoried
dashboard/src/lib/decodeGuards.ts	production-source	dashboard-src/lib	15	inventoried
dashboard/src/lib/entityClient.test.ts	test-fixture	dashboard-src/lib	54	inventoried
dashboard/src/lib/entityClient.ts	production-source	dashboard-src/lib	222	inventoried
dashboard/src/lib/graphHandles.test.ts	test-fixture	dashboard-src/lib	13	inventoried
dashboard/src/lib/graphHandles.ts	production-source	dashboard-src/lib	15	inventoried
dashboard/src/lib/healthClient.test.ts	test-fixture	dashboard-src/lib	131	inventoried
dashboard/src/lib/healthClient.ts	production-source	dashboard-src/lib	140	inventoried
dashboard/src/lib/homeClient.test.ts	test-fixture	dashboard-src/lib	54	inventoried
dashboard/src/lib/homeClient.ts	production-source	dashboard-src/lib	125	inventoried
dashboard/src/lib/http.ts	production-source	dashboard-src/lib	9	inventoried
dashboard/src/lib/inboxClient.test.ts	test-fixture	dashboard-src/lib	87	inventoried
dashboard/src/lib/inboxClient.ts	production-source	dashboard-src/lib	251	inventoried
dashboard/src/lib/inboxRefresher.ts	production-source	dashboard-src/lib	47	inventoried
dashboard/src/lib/markdown.test.ts	test-fixture	dashboard-src/lib	44	inventoried
dashboard/src/lib/markdown.ts	production-source	dashboard-src/lib	133	inventoried
dashboard/src/lib/planeAKeys.ts	production-source	dashboard-src/lib	3	inventoried
dashboard/src/lib/registerSw.test.ts	test-fixture	dashboard-src/lib	54	inventoried
dashboard/src/lib/registerSw.ts	production-source	dashboard-src/lib	54	inventoried
dashboard/src/lib/relativeAge.test.ts	test-fixture	dashboard-src/lib	17	inventoried
dashboard/src/lib/relativeAge.ts	production-source	dashboard-src/lib	25	inventoried
dashboard/src/lib/routingClient.test.ts	test-fixture	dashboard-src/lib	55	inventoried
dashboard/src/lib/routingClient.ts	production-source	dashboard-src/lib	127	inventoried
dashboard/src/lib/runtimeCapabilities.test.tsx	test-fixture	dashboard-src/lib	194	inventoried
dashboard/src/lib/runtimeCapabilities.tsx	production-source	dashboard-src/lib	151	inventoried
dashboard/src/lib/scheduleClient.test.ts	test-fixture	dashboard-src/lib	37	inventoried
dashboard/src/lib/scheduleClient.ts	production-source	dashboard-src/lib	144	traced
dashboard/src/lib/scheduleWords.test.ts	test-fixture	dashboard-src/lib	64	inventoried
dashboard/src/lib/scheduleWords.ts	production-source	dashboard-src/lib	299	inventoried
dashboard/src/lib/sessionContext.test.tsx	test-fixture	dashboard-src/lib	246	inventoried
dashboard/src/lib/sessionContext.tsx	production-source	dashboard-src/lib	193	inventoried
dashboard/src/lib/sseClient.test.ts	test-fixture	dashboard-src/lib	125	inventoried
dashboard/src/lib/sseClient.ts	production-source	dashboard-src/lib	128	inventoried
dashboard/src/lib/taskActionsClient.test.ts	test-fixture	dashboard-src/lib	50	inventoried
dashboard/src/lib/taskActionsClient.ts	production-source	dashboard-src/lib	95	inventoried
dashboard/src/lib/terminalClient.test.ts	test-fixture	dashboard-src/lib	250	inventoried
dashboard/src/lib/terminalClient.ts	production-source	dashboard-src/lib	307	traced
dashboard/src/lib/theme.test.ts	test-fixture	dashboard-src/lib	56	inventoried
dashboard/src/lib/theme.ts	production-source	dashboard-src/lib	53	inventoried
dashboard/src/lib/timelineModel.test.ts	test-fixture	dashboard-src/lib	145	inventoried
dashboard/src/lib/timelineModel.ts	production-source	dashboard-src/lib	216	inventoried
dashboard/src/lib/useAttemptIo.test.tsx	test-fixture	dashboard-src/lib	115	inventoried
dashboard/src/lib/useAttemptIo.ts	production-source	dashboard-src/lib	106	inventoried
dashboard/src/lib/webauthnClient.test.ts	test-fixture	dashboard-src/lib	52	inventoried
dashboard/src/lib/webauthnClient.ts	production-source	dashboard-src/lib	70	inventoried
dashboard/src/main.tsx	production-source	dashboard-src/root	24	inventoried
dashboard/src/nav/config.test.ts	test-fixture	dashboard-src/nav	34	inventoried
dashboard/src/nav/config.ts	production-source	dashboard-src/nav	98	inventoried
dashboard/src/nav/stack.test.ts	test-fixture	dashboard-src/nav	159	inventoried
dashboard/src/nav/stack.ts	production-source	dashboard-src/nav	155	inventoried
dashboard/src/palette/CommandPalette.test.tsx	test-fixture	dashboard-src/palette	73	inventoried
dashboard/src/palette/CommandPalette.tsx	production-source	dashboard-src/palette	173	inventoried
dashboard/src/palette/paletteModel.test.ts	test-fixture	dashboard-src/palette	19	inventoried
dashboard/src/palette/paletteModel.ts	production-source	dashboard-src/palette	70	inventoried
dashboard/src/styles/app.css	asset-config-doc	dashboard-src/styles	1532	inventoried
dashboard/src/styles/appTokens.test.ts	test-fixture	dashboard-src/styles	95	inventoried
dashboard/src/styles/console.css	asset-config-doc	dashboard-src/styles	100	inventoried
dashboard/src/styles/entityDetail.test.ts	test-fixture	dashboard-src/styles	17	inventoried
dashboard/src/styles/palette.css	asset-config-doc	dashboard-src/styles	165	inventoried
dashboard/src/styles/rowVocabulary.test.ts	test-fixture	dashboard-src/styles	44	inventoried
dashboard/src/styles/titleClamp.test.ts	test-fixture	dashboard-src/styles	85	inventoried
dashboard/src/styles/views/agents.css	asset-config-doc	dashboard-src/styles	221	inventoried
dashboard/src/styles/views/entity.css	asset-config-doc	dashboard-src/styles	672	inventoried
dashboard/src/styles/views/files.css	asset-config-doc	dashboard-src/styles	25	inventoried
dashboard/src/styles/views/folder.css	asset-config-doc	dashboard-src/styles	292	inventoried
dashboard/src/styles/views/health.css	asset-config-doc	dashboard-src/styles	76	inventoried
dashboard/src/styles/views/home.css	asset-config-doc	dashboard-src/styles	64	inventoried
dashboard/src/styles/views/inbox.css	asset-config-doc	dashboard-src/styles	290	inventoried
dashboard/src/styles/views/projects.css	asset-config-doc	dashboard-src/styles	161	inventoried
dashboard/src/styles/views/routing.css	asset-config-doc	dashboard-src/styles	177	inventoried
dashboard/src/styles/views/schedules.css	asset-config-doc	dashboard-src/styles	20	inventoried
dashboard/src/styles/views/tasks.css	asset-config-doc	dashboard-src/styles	375	inventoried
dashboard/src/styles/views/terminal.css	asset-config-doc	dashboard-src/styles	184	inventoried
dashboard/src/styles/views/workflows.css	asset-config-doc	dashboard-src/styles	14	inventoried
dashboard/src/test/session.tsx	test-fixture	dashboard-src/test	118	inventoried
dashboard/src/views/AgentDetail.test.tsx	test-fixture	dashboard-src/views	40	inventoried
dashboard/src/views/AgentDetail.tsx	production-source	dashboard-src/views	19	inventoried
dashboard/src/views/Agents.test.tsx	test-fixture	dashboard-src/views	283	inventoried
dashboard/src/views/Agents.tsx	production-source	dashboard-src/views	171	traced
dashboard/src/views/Browser.test.tsx	test-fixture	dashboard-src/views	85	inventoried
dashboard/src/views/Browser.tsx	production-source	dashboard-src/views	17	inventoried
dashboard/src/views/folderView.tsx	production-source	dashboard-src/views	192	inventoried
dashboard/src/views/Health.test.tsx	test-fixture	dashboard-src/views	83	inventoried
dashboard/src/views/Health.tsx	production-source	dashboard-src/views	106	inventoried
dashboard/src/views/Home.test.tsx	test-fixture	dashboard-src/views	95	inventoried
dashboard/src/views/Home.tsx	production-source	dashboard-src/views	68	inventoried
dashboard/src/views/Inbox.test.tsx	test-fixture	dashboard-src/views	376	inventoried
dashboard/src/views/Inbox.tsx	production-source	dashboard-src/views	383	inventoried
dashboard/src/views/Projects.test.tsx	test-fixture	dashboard-src/views	80	inventoried
dashboard/src/views/Projects.tsx	production-source	dashboard-src/views	115	inventoried
dashboard/src/views/routingControls.test.tsx	test-fixture	dashboard-src/views	118	inventoried
dashboard/src/views/routingControls.tsx	production-source	dashboard-src/views	213	inventoried
dashboard/src/views/RunDetail.test.tsx	test-fixture	dashboard-src/views	415	inventoried
dashboard/src/views/RunDetail.tsx	production-source	dashboard-src/views	430	traced
dashboard/src/views/Schedules.test.tsx	test-fixture	dashboard-src/views	141	inventoried
dashboard/src/views/Schedules.tsx	production-source	dashboard-src/views	217	inventoried
dashboard/src/views/stopControls.test.tsx	test-fixture	dashboard-src/views	60	inventoried
dashboard/src/views/stopControls.tsx	production-source	dashboard-src/views	53	inventoried
dashboard/src/views/Tasks.test.tsx	test-fixture	dashboard-src/views	370	inventoried
dashboard/src/views/Tasks.tsx	production-source	dashboard-src/views	692	inventoried
dashboard/src/views/Terminal.test.tsx	test-fixture	dashboard-src/views	486	inventoried
dashboard/src/views/Terminal.tsx	production-source	dashboard-src/views	373	traced
dashboard/src/views/TerminalSessionEmpty.test.tsx	test-fixture	dashboard-src/views	101	inventoried
dashboard/src/views/TerminalSessionEmpty.tsx	production-source	dashboard-src/views	54	inventoried
dashboard/src/views/TerminalSessionHeader.test.tsx	test-fixture	dashboard-src/views	74	inventoried
dashboard/src/views/TerminalSessionHeader.tsx	production-source	dashboard-src/views	57	inventoried
dashboard/src/views/WorkflowDetail.test.tsx	test-fixture	dashboard-src/views	58	inventoried
dashboard/src/views/WorkflowDetail.tsx	production-source	dashboard-src/views	69	inventoried
dashboard/src/views/Workflows.test.tsx	test-fixture	dashboard-src/views	131	inventoried
dashboard/src/views/Workflows.tsx	production-source	dashboard-src/views	158	traced
dashboard/src/vite-env.d.ts	production-source	dashboard-src/root	3	inventoried
deploy/activate_release.py	production-source	deploy	455	inventoried
deploy/apply_ops_reconciliation.py	production-source	deploy	722	inventoried
deploy/bootstrap_vm.py	production-source	deploy	865	inventoried
deploy/control_plane_schema.py	production-source	deploy	327	inventoried
deploy/export_tier0.py	production-source	deploy	175	inventoried
deploy/install_pty_broker.py	production-source	deploy	422	inventoried
deploy/kb_node_proxy.py	production-source	deploy	230	inventoried
deploy/kb_whois_shim.py	production-source	deploy	237	inventoried
deploy/systemd/kb-dashboard.service	asset-config-doc	deploy	62	inventoried
deploy/systemd/kb-node-proxy.service	asset-config-doc	deploy	44	inventoried
deploy/systemd/kb-shell-broker.service	asset-config-doc	deploy	59	inventoried
deploy/systemd/kb-shell-broker.socket	asset-config-doc	deploy	41	inventoried
deploy/systemd/kb-whois.service	asset-config-doc	deploy	34	inventoried
deploy/systemd/kb-whois.socket	asset-config-doc	deploy	30	inventoried
deploy/validate_vm_runtime.py	production-source	deploy	838	inventoried
schemas/cards/v1.schema.json	asset-config-doc	schemas	37	inventoried
schemas/compatibility.json	asset-config-doc	schemas	5	inventoried
schemas/control-plane-migrations.json	asset-config-doc	schemas	234	inventoried
schemas/workflows/v1.schema.json	asset-config-doc	schemas	16	inventoried
scripts/agent_definitions.py	production-source	platform-scripts	117	inventoried
scripts/agent_evals.py	production-source	platform-scripts	666	inventoried
scripts/agent_factory.py	production-source	platform-scripts	375	inventoried
scripts/agent_maintainer.py	production-source	platform-scripts	844	inventoried
scripts/agent_runner.ps1	production-source	platform-scripts	558	inventoried
scripts/agent_runner.py	production-source	platform-scripts	107	inventoried
scripts/agent_runner.sh	production-source	platform-scripts	18	inventoried
scripts/agent_track_record.py	production-source	platform-scripts	173	inventoried
scripts/approvals.py	production-source	platform-scripts	575	inventoried
scripts/assert_runtime.py	production-source	platform-scripts	72	inventoried
scripts/backup_tier0.py	production-source	platform-scripts	608	inventoried
scripts/brain/brain_query.py	production-source	platform-scripts	156	inventoried
scripts/brain/chunker.py	production-source	platform-scripts	219	inventoried
scripts/brain/embedder.py	production-source	platform-scripts	152	inventoried
scripts/brain/fetch_model.py	production-source	platform-scripts	57	inventoried
scripts/brain/indexer.py	production-source	platform-scripts	95	inventoried
scripts/brain/session_miner.py	production-source	platform-scripts	235	inventoried
scripts/brain/store.py	production-source	platform-scripts	142	inventoried
scripts/branch_hygiene.py	production-source	platform-scripts	396	inventoried
scripts/brief.py	production-source	platform-scripts	467	inventoried
scripts/brief_notify.py	production-source	platform-scripts	179	inventoried
scripts/build_platform_release.py	production-source	platform-scripts	208	inventoried
scripts/canary.py	production-source	platform-scripts	675	inventoried
scripts/cards.py	production-source	platform-scripts	320	inventoried
scripts/ci/check_unicode_safety.js	production-source	platform-scripts	229	inventoried
scripts/ci/scan_supply_chain_iocs.js	production-source	platform-scripts	583	inventoried
scripts/ci/validate_skills.js	production-source	platform-scripts	205	inventoried
scripts/codex_dispatch.py	production-source	platform-scripts	789	inventoried
scripts/codex_mcp_guard.py	production-source	platform-scripts	41	inventoried
scripts/context_audit.py	production-source	platform-scripts	291	inventoried
scripts/deploy_platform_release.py	production-source	platform-scripts	145	inventoried
scripts/desktop_dispatch.ps1	production-source	platform-scripts	63	inventoried
scripts/desktop_poll.ps1	production-source	platform-scripts	189	inventoried
scripts/dispatch.py	production-source	platform-scripts	1247	inventoried
scripts/dream.py	production-source	platform-scripts	565	inventoried
scripts/eval_trigger.py	production-source	platform-scripts	375	inventoried
scripts/gates/phase1_gate1.py	production-source	platform-scripts	1059	inventoried
scripts/gen_schedule_mirror_vectors.py	production-source	platform-scripts	115	inventoried
scripts/generate_control_plane_schema.py	production-source	platform-scripts	520	inventoried
scripts/grade.py	production-source	platform-scripts	77	inventoried
scripts/hooks/block_no_verify.js	production-source	platform-scripts	535	inventoried
scripts/hooks/config_protection.js	production-source	platform-scripts	167	inventoried
scripts/hooks/context_lifecycle_activity_tracker.js	production-source	platform-scripts	67	inventoried
scripts/hooks/context_lifecycle_pre_compact.js	production-source	platform-scripts	130	inventoried
scripts/hooks/context_lifecycle_session_start.js	production-source	platform-scripts	83	inventoried
scripts/hooks/delivery_gate.js	production-source	platform-scripts	72	inventoried
scripts/hooks/hard_ceiling_guard.js	production-source	platform-scripts	104	inventoried
scripts/hooks/lib/context_store.js	production-source	platform-scripts	376	inventoried
scripts/hooks/lib/destructive_classifier.js	production-source	platform-scripts	1008	inventoried
scripts/hooks/lib/hook_io.js	production-source	platform-scripts	238	inventoried
scripts/hooks/lib/kb_paths.d.ts	production-source	platform-scripts	6	inventoried
scripts/hooks/lib/kb_paths.js	production-source	platform-scripts	17	inventoried
scripts/hooks/lib/model_audit.js	production-source	platform-scripts	203	inventoried
scripts/hooks/model_verify_pretooluse.js	production-source	platform-scripts	105	inventoried
scripts/hooks/model_verify_subagentstop.js	production-source	platform-scripts	179	inventoried
scripts/hooks/regrounding_hook.js	production-source	platform-scripts	381	inventoried
scripts/hooks/subagent_context_load.js	production-source	platform-scripts	189	inventoried
scripts/hygiene_sweep.py	production-source	platform-scripts	275	inventoried
scripts/kb_paths.py	production-source	platform-scripts	49	inventoried
scripts/keep_awake.ps1	production-source	platform-scripts	209	inventoried
scripts/KeepAwake/KeepAwake.psm1	production-source	platform-scripts	1315	inventoried
scripts/KeepAwake/KeepAwake.Tests.ps1	test-fixture	platform-scripts	1855	inventoried
scripts/kit/__init__.py	production-source	platform-scripts	0	inventoried
scripts/kit/assemble.py	production-source	platform-scripts	206	inventoried
scripts/learning_proposals.py	production-source	platform-scripts	523	inventoried
scripts/ledger.py	production-source	platform-scripts	89	inventoried
scripts/merge_gate.py	production-source	platform-scripts	189	inventoried
scripts/migrate_schema_versions.py	production-source	platform-scripts	68	inventoried
scripts/mission_control.py	production-source	platform-scripts	569	inventoried
scripts/new_project.py	production-source	platform-scripts	48	inventoried
scripts/notify.py	production-source	platform-scripts	187	inventoried
scripts/preamble.py	production-source	platform-scripts	68	inventoried
scripts/promote_vm_outbox.py	production-source	platform-scripts	966	inventoried
scripts/promotion.py	production-source	platform-scripts	425	inventoried
scripts/queue_bridge_select.py	production-source	platform-scripts	140	inventoried
scripts/reconcile.py	production-source	platform-scripts	373	inventoried
scripts/rollup.py	production-source	platform-scripts	262	inventoried
scripts/routing.py	production-source	platform-scripts	483	inventoried
scripts/scan_skill.py	production-source	platform-scripts	56	inventoried
scripts/schedule_mirror.py	production-source	platform-scripts	422	inventoried
scripts/schedule_store.py	production-source	platform-scripts	178	inventoried
scripts/schemas/provenance.schema.json	asset-config-doc	platform-scripts	27	inventoried
scripts/sentinel.py	production-source	platform-scripts	749	inventoried
scripts/sentinel_watchdog.ps1	production-source	platform-scripts	103	inventoried
scripts/stage_approval.py	production-source	platform-scripts	148	inventoried
scripts/stamp_session.py	production-source	platform-scripts	105	inventoried
scripts/stranded_report.py	production-source	platform-scripts	174	inventoried
scripts/sync_daemon_dirs.py	production-source	platform-scripts	472	inventoried
scripts/sync_skills.py	production-source	platform-scripts	424	inventoried
scripts/telegram_poll.py	production-source	platform-scripts	228	inventoried
scripts/telegram_send.py	production-source	platform-scripts	143	inventoried
scripts/test_codex_dispatch_posix.py	test-fixture	platform-scripts	68	inventoried
scripts/test_codex_dispatch_reconcile.py	test-fixture	platform-scripts	446	inventoried
scripts/trace_normalize.py	production-source	platform-scripts	304	inventoried
scripts/trace_view.py	production-source	platform-scripts	261	inventoried
scripts/triage_rules.py	production-source	platform-scripts	164	inventoried
scripts/trust.py	production-source	platform-scripts	288	inventoried
scripts/vm_launch_preflight.sh	production-source	platform-scripts	471	inventoried
scripts/webauthn_verify.py	production-source	platform-scripts	805	inventoried
scripts/yt_analytics.py	production-source	business-excluded	545	inventoried
tests/fixtures/brain/docs/observability.md	test-fixture	platform-tests	5	inventoried
tests/fixtures/brain/memory/operator.md	test-fixture	platform-tests	7	inventoried
tests/fixtures/brain/orgs/demo/STATE.md	test-fixture	platform-tests	9	inventoried
tests/fixtures/control-plane/future-v3.json	test-fixture	platform-tests	1	inventoried
tests/fixtures/control-plane/malformed.json	test-fixture	platform-tests	1	inventoried
tests/fixtures/control-plane/v1-attempt-provenance.json	test-fixture	platform-tests	35	inventoried
tests/fixtures/control-plane/v1-quarantined-legacy.json	test-fixture	platform-tests	22	inventoried
tests/fixtures/control-plane/v1-review-loops.json	test-fixture	platform-tests	45	inventoried
tests/fixtures/control-plane/v1-review-rows.json	test-fixture	platform-tests	27	inventoried
tests/fixtures/control-plane/v1-sparse-legacy.json	test-fixture	platform-tests	12	inventoried
tests/fixtures/control-plane/v1-supported.json	test-fixture	platform-tests	17	inventoried
tests/fixtures/control-plane/v2-empty.json	test-fixture	platform-tests	1	inventoried
tests/fixtures/dashboard-v3-p4-contract-vectors.json	test-fixture	platform-tests	1683	inventoried
tests/fixtures/dashboard-v3-p4-mirror-vectors.json	test-fixture	platform-tests	182	inventoried
tests/fixtures/dashboard-v3-p5-contract-vectors.json	test-fixture	platform-tests	145	inventoried
tests/fixtures/dashboard-v3-p6-contract-vectors.json	test-fixture	platform-tests	1040	inventoried
tests/fixtures/ecc-2.0.0-hook-ids.json	test-fixture	platform-tests	39	inventoried
tests/fixtures/inbox-gates-parity.json	test-fixture	platform-tests	104	inventoried
tests/fixtures/learning-proposals-evidence-instruction.md	test-fixture	platform-tests	19	inventoried
tests/fixtures/learning-proposals-implemented.md	test-fixture	platform-tests	19	inventoried
tests/fixtures/learning-proposals-valid.md	test-fixture	platform-tests	17	inventoried
tests/fixtures/maintainer/eval_reports/nightly.md	test-fixture	platform-tests	9	inventoried
tests/fixtures/maintainer/grades/inspector-2026-08-19.tsv	test-fixture	platform-tests	2	inventoried
tests/fixtures/maintainer/memory/demo-agent.md	test-fixture	platform-tests	3	inventoried
tests/fixtures/maintainer/queue/parked-demo.md	test-fixture	platform-tests	9	inventoried
tests/fixtures/schedule-clock-vectors.json	test-fixture	platform-tests	53	inventoried
tests/fixtures/session-miner-synthetic.jsonl	test-fixture	platform-tests	19	inventoried
tests/fixtures/signed-approval/meta.json	test-fixture	platform-tests	10	inventoried
tests/fixtures/signed-approval/other-key.gpg	test-fixture	platform-tests	9	inventoried
tests/fixtures/signed-approval/repo.bundle	test-fixture	platform-tests	21	inventoried
tests/fixtures/signed-approval/web-flow.gpg	test-fixture	platform-tests	18	inventoried
tests/test_agent_evals.py	test-fixture	platform-tests	849	inventoried
tests/test_agent_factory.py	test-fixture	platform-tests	459	inventoried
tests/test_agent_maintainer.py	test-fixture	platform-tests	606	inventoried
tests/test_agent_runner.py	test-fixture	platform-tests	388	inventoried
tests/test_agent_runner_posix.py	test-fixture	platform-tests	46	inventoried
tests/test_agent_track_record.py	test-fixture	platform-tests	192	inventoried
tests/test_apply_ops_reconciliation.py	test-fixture	platform-tests	593	inventoried
tests/test_approvals.py	test-fixture	platform-tests	423	inventoried
tests/test_approvals_topology.py	test-fixture	platform-tests	313	inventoried
tests/test_assert_runtime.py	test-fixture	platform-tests	46	inventoried
tests/test_block_no_verify_hook.py	test-fixture	platform-tests	20	inventoried
tests/test_bootstrap_vm.py	test-fixture	platform-tests	568	inventoried
tests/test_bootstrap_vm_upgrade.py	test-fixture	platform-tests	780	inventoried
tests/test_brain_chunker.py	test-fixture	platform-tests	83	inventoried
tests/test_brain_indexer.py	test-fixture	platform-tests	230	inventoried
tests/test_brain_query.py	test-fixture	platform-tests	274	inventoried
tests/test_brain_store.py	test-fixture	platform-tests	108	inventoried
tests/test_branch_hygiene.py	test-fixture	platform-tests	376	inventoried
tests/test_brief.py	test-fixture	platform-tests	310	inventoried
tests/test_brief_notify.py	test-fixture	platform-tests	161	inventoried
tests/test_build_platform_release.py	test-fixture	platform-tests	373	inventoried
tests/test_canary.py	test-fixture	platform-tests	210	inventoried
tests/test_cards.py	test-fixture	platform-tests	278	inventoried
tests/test_ci_validators.py	test-fixture	platform-tests	29	inventoried
tests/test_codex_config.py	test-fixture	platform-tests	194	inventoried
tests/test_codex_dispatch.py	test-fixture	platform-tests	757	inventoried
tests/test_codex_mcp_guard.py	test-fixture	platform-tests	78	inventoried
tests/test_config_protection_hook.py	test-fixture	platform-tests	121	inventoried
tests/test_context_audit.py	test-fixture	platform-tests	136	inventoried
tests/test_context_lifecycle_activity_tracker.py	test-fixture	platform-tests	180	inventoried
tests/test_context_lifecycle_inert.py	test-fixture	platform-tests	71	inventoried
tests/test_context_lifecycle_pre_compact.py	test-fixture	platform-tests	172	inventoried
tests/test_context_lifecycle_session_start.py	test-fixture	platform-tests	136	inventoried
tests/test_context_store.py	test-fixture	platform-tests	185	inventoried
tests/test_control_plane_schema.py	test-fixture	platform-tests	148	inventoried
tests/test_delivery_gate_hook.py	test-fixture	platform-tests	27	inventoried
tests/test_deploy_helper_contract.py	test-fixture	platform-tests	99	inventoried
tests/test_deploy_release.py	test-fixture	platform-tests	826	inventoried
tests/test_desktop_poll_shape.py	test-fixture	platform-tests	138	inventoried
tests/test_dispatch.py	test-fixture	platform-tests	1118	inventoried
tests/test_dispatch_cron.py	test-fixture	platform-tests	460	inventoried
tests/test_dream.py	test-fixture	platform-tests	310	inventoried
tests/test_ecc_selective_skills.py	test-fixture	platform-tests	55	inventoried
tests/test_eval_trigger.py	test-fixture	platform-tests	457	inventoried
tests/test_grade.py	test-fixture	platform-tests	109	inventoried
tests/test_hard_ceiling_guard.py	test-fixture	platform-tests	127	inventoried
tests/test_hook_io.py	test-fixture	platform-tests	221	inventoried
tests/test_host_node_map.py	test-fixture	platform-tests	80	inventoried
tests/test_hygiene_sweep.py	test-fixture	platform-tests	171	inventoried
tests/test_inbox_gates_parity.py	test-fixture	platform-tests	41	inventoried
tests/test_install_pty_broker.py	test-fixture	platform-tests	660	inventoried
tests/test_kb_hook_settings.py	test-fixture	platform-tests	38	inventoried
