billing	card_id	codex_exit	model	usd
subscription	6a9946b6-7988af5b	0	gpt-5.6-sol	0.0
subscription	6a9946c8-aefd5e4e	0	gpt-5.6-terra	0.0
subscription	6a994712-c5ac4bc9	0	gpt-5.6-terra	0.0
subscription	6a9947ab-d2cc0da0	0	gpt-5.6-terra	0.0
subscription	6a9947f8-1b1785af	0	gpt-5.6-terra	0.0
subscription	6a9947fb-f64e1d19	0	gpt-5.6-terra	0.0
subscription	6a9948c7-ff0030d0	0	gpt-5.6-sol	0.0
subscription	6a9948fe-105bf9c1	0	gpt-5.6-terra	0.0
subscription	6a994945-14a01969	0	gpt-5.6-sol	0.0
subscription	6a9949f6-97ba65cd	0	gpt-5.6-terra	0.0
subscription	6a994b66-912f07a5	0	gpt-5.6-sol	0.0
subscription	6a994b7a-2d5d6b0c	0	gpt-5.6-terra	0.0
subscription	6a994c7a-2ebcb85a	0	gpt-5.6-terra	0.0
subscription	6a994ef7-18af4a30	0	gpt-5.6-terra	0.0
subscription	6a994fcf-a3cce677	0	gpt-5.6-terra	0.0
subscription	6a9952af-cb970f21	0	gpt-5.6-terra	0.0
subscription	6a99557d-5e0250ef	0	gpt-5.6-sol	0.0
subscription	6a995610-d091676c	0	gpt-5.6-sol	0.0
subscription	6a995782-c3c06a41	0	gpt-5.6-terra	0.0
subscription	6a995bc6-55111f6f	0	gpt-5.6-sol	0.0
subscription	6a995d22-d73958f6	0	gpt-5.6-terra	0.0
subscription	6a995d4b-16ff12ec	0	gpt-5.6-terra	0.0
subscription	6a995d59-5749210a	0	gpt-5.6-terra	0.0
subscription	6a996559-b5144535	0	gpt-5.6-sol	0.0
subscription	6a996a1d-1e15e8fe	0	gpt-5.6-sol	0.0
subscription	6a996cde-c58896c5	0	gpt-5.6-terra	0.0
subscription	6a996d97-21610cef	0	gpt-5.6-sol	0.0
subscription	6a996f0b-bb0cc0ff	0	gpt-5.6-terra	0.0
subscription	6a996fdb-5bc84e9d	0	gpt-5.6-terra	0.0
subscription	6a99702f-c1b77755	0	gpt-5.6-terra	0.0
subscription	6a99707d-bcb21b45	0	gpt-5.6-sol	0.0
subscription	6a99718e-2a50192d	0	gpt-5.6-terra	0.0
subscription	6a99719f-eaa017d1	0	gpt-5.6-terra	0.0
subscription	6a997213-d5acba9a	0	gpt-5.6-terra	0.0
subscription	6a997360-96ee3b5f	0	gpt-5.6-terra	0.0
subscription	6a997363-88aa871d	0	gpt-5.6-terra	0.0
subscription	6a997363-40584a2a	0	gpt-5.6-terra	0.0
subscription	6a997550-3e15e335	0	gpt-5.6-terra	0.0
subscription	6a9975aa-a1a88b27	0	gpt-5.6-terra	0.0
subscription	6a997604-62157a10	0	gpt-5.6-sol	0.0
subscription	6a9976ef-8a21b234	0	gpt-5.6-terra	0.0
subscription	6a997732-d49061f4	0	gpt-5.6-terra	0.0
subscription	6a997832-2ff63f84	0	gpt-5.6-terra	0.0
subscription	6a997869-b89621f5	0	gpt-5.6-terra	0.0
subscription	6a997889-e2a07772	0	gpt-5.6-terra	0.0
subscription	6a997a04-fd11e3fe	0	gpt-5.6-terra	0.0
subscription	6a997aaa-538887ce	0	gpt-5.6-terra	0.0
subscription	6a997ab2-4efb95ee	0	gpt-5.6-terra	0.0
subscription	6a997ac3-1f64388f	0	gpt-5.6-terra	0.0
subscription	6a997b4c-e65ae31d	0	gpt-5.6-terra	0.0
subscription	6a997bd4-dd10d5b6	0	gpt-5.6-terra	0.0
subscription	6a997bef-cc6dfa33	0	gpt-5.6-terra	0.0
